Timestamp,Your preferred/playa name,Title of Event,Event Description,Type of Event,Is your event family friendly?,At what time does the event start,For how long does the event run,What day(s) is the event occurring,Location,All-day events
01/07/2019 22:19:19,Diana,Consent Story Telling,Let’s gather and talk about consent. Open up to different perspectives. How is it to work with consent? Why do we not dare to retrieve consent?What can trans/queer perspectives offer to our understandings of consent? How can be teach consent to children? A Discussion with some games to keep it energized. Come to the QQQ Queer Qastle.,Workshop/Class,🤷‍♀️,14:00:00,1:15:00,Wednesday 24.,QQQ,
01/07/2019 22:25:15,Isak,Shibari 101,"An introduction to the Japanese rope arts known as Shibari. During the workshop we invite people to playfully learn some basics, without the need for perfection. It is a good exercise in trust and a fantastic tool for giving other people meditative experiences.",Workshop/Class,Yes 🧸,14:00:00,2:00:00,"Tuesday 23., Thursday 25.",Shame pain glory,
01/07/2019 22:28:06,Nikki,The poetic voices of comfort,"Feeling overwhelmed by all the  hippies and hugs? Feeling amnesia of self due to all the impermanence and immediacy? 

Come to camp Shame Pain Glory and lie down for a forced nap where we will read pieces of incomprehensible poetry to you. Just like when you feel asleep in the car as a kid, listening to the parents in the front, drifting off to voices of comfort.",Care/Support,Yes 🧸,13:00:00,1:00:00,Tuesday 23.,Shame Pain Glory,
01/07/2019 22:29:27,Nikki,The poetic voices of comfort,"Tired of adulthood and sleeping to the sound of psytrance in the distance? Feeling overwhelmed by all the  hippies and hugs?

Come to camp Shame Pain Glory and lie down for a forced nap where we will read pieces of incomprehensible poetry to you. Just like when you feel asleep in the car as a kid, listening to the parents in the front, drifting off to voices of comfort. ",Care/Support,Yes 🧸,17:00:00,1:00:00,Thursday 25.,Shame Pain Glory,
02/07/2019 00:06:00,Carmen,Field Ceremony of Bright Light,"We are inviting for a **collective light ceremony** to open a field of light and transformation for ourselves, Borderland and the world. 

We will form a huge human medicine wheel and sacred geometric shape and bring it alive through the vibration of our voices. 

If you have, please wear some white clothes. Bring a white crystal if you have.

*You can also take part by watching.*",Ritual/Ceremony,🤷‍♀️,15:00:00,3:00:00,Wednesday 24.,[re]connect,
01/07/2019 23:00:34,Wolf,Vesica () Autopilot,"Our dream ship Vesica is venturing on auto-pilot through the afternoon. Soundscapes, guided stories, meditations, music with loads of vibrations, smoke and light effects will chill you down.",Care/Support,🤷‍♀️,14:00:00,5:00:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",[re]connect,
01/07/2019 23:01:58,Wolf,Vesica () Ceremony,Our captain welcomes you for a ride on board of the dream ship Vesica. Each night we guide you through a techno-shamanic ceremony. Look forward to venture into an inner space of play and transformation!,Ritual/Ceremony,Nooooope 💦,20:00:00,3:00:00,"Tuesday 23., Wednesday 24., Friday 26., Saturday 27.",[re]connect,
01/07/2019 22:51:52,Jussi & Masu,Four Sense Meal,Four Sense Meal offers an opportunity to close your eyes and to space out from all the surrounding fuss. In a dark and intimate space we will take you on an intriguing trip where tingling sensations for your four senses will be offered. Come alone or with a friend and get pampered!,Ritual/Ceremony,Yes 🧸,18:00:00,1:30:00,Thursday 25.,Cube Noir,
01/07/2019 22:53:53,My Dick Crew,Naked Clay Fight,"The biggest fun you can imagine. 50 naked hippies, clay, water and a slippery ground. Two teams, one goal: let the colour of your clay dominate the game and win a consentual clay massage",Games,Nooooope 💦,15:00:00,0:30:00,Wednesday 24.,MY DICK,
01/07/2019 22:58:22,Wolf,Vesica () Explore,"Now it's your turn to fly our dream ship Vesica - uuuuuuh... so many buttons!! You can control lights, sound effects, smoke machine and yes... you can make it vibrate! 

Play on the provided instruments, or bring your own.",Games,Yes 🧸,23:30:00,3:30:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",[re]connect,
01/07/2019 22:57:38,Daniel Tenner,Electronic Music at the Edge,"Two great DJs will perform from 8pm to 2am at the Edge, playing electronica ranging from downtempo at the beginning, to melodic house and techno at the end. Please note that the Edge camp is sex-positive and and sex-friendly, and people may get jiggy with it in your vicinity!",DJ/Music,Nooooope 💦,20:00:00,6:00:00,Thursday 25.,The Edge,
01/07/2019 23:29:15,Tova Sol,Games for non/actors,"Come and try out some games and exersizes connected to the performing arts! Get more aware of inner states and group listening. 
I'm interested in the potential of theatre training for growth of persons/groups and not just for the stage. 
We will start gently from (in/side) feeling ourselves and gradually come outwards to meet the (out/side) other. 
Max 14 participants.",Workshop/Class,Yes 🧸,16:30:00,1:30:00,Wednesday 24.,[re]connect,
01/07/2019 23:05:43,Wolf,Borderland MOOP Sweep,"Stay a day after the Borderland and double-check every little inch for MOOP. Gives you badass Borderland street credz.

Signup here: http://bit.ly/bl19_moopsweep",Care/Support,Yes 🧸,09:00:00,10:00:00,Strike day 1 (29.),Working Class Heros,
01/07/2019 23:13:20,Inspector Norse,Goalini,"Goalini is the wird little sister of master Osho‘s kundalini meditaton, but instead of hippie music, we use techno, psytrance and ambient music. Set an intention for the last day at Borderland and get ready for a sweaty, yet relaxing experience. Please also visit Discolini on Friday ;)",Workshop/Class,🤷‍♀️,13:00:00,1:00:00,Saturday 27.,Muumimaa Stage,
02/07/2019 00:26:09,Malcolm ,Intermediate to advanced Poi workshop! ,"Poi workshop for intermediate and advanced spinners. I will check the skill level of the participants and create exercises accordingly. Will focus on flowers, and a lot of different variations on that theme. ",Workshop/Class,Yes 🧸,15:00:00,2:00:00,Tuesday 23.,The FLOWer garden,
01/07/2019 23:26:26,Silly Sanctuary,Silly Sunrise,"Every morning at 05 AM it is time to be SILLY. 
Just when the sun rises the Silly Sanctuary turn on its speakers. We welcome you to finish your night or start your day while we serve you the best dance music! Every morning will be unique and filled with surprises! ",Party/Gathering,Yes 🧸,05:00:00,6:00:00,"Wednesday 24., Thursday 25., Friday 26., Saturday 27.",Silly Sanctuary,
01/07/2019 23:35:49,Elias,The Presidential Election of The Borderland 2019,"**Election Day!**

It's time to decide who will be the first ever President of The Borderland!
Our polling station will be open all day, just swing by and vote for your favorite candidate.
Blackmailing, plural voting and russian hackers are allowed as long as you get away with it.

Remember, your vote matters!",Ritual/Ceremony,🤷‍♀️,00:00:00,24:00:00,Thursday 25.,The federal Government of the Borderland,Event runs all-day
01/07/2019 23:37:13,Silly Sanctuary ,Silly Sunset,"It is good to be silly and to get you started Silly Sanctuary welcomes you every evening to Borderland's silliest pre party. We turn on the music and start the dancing around dinner time and continues until the darkness sets. 
Be Silly! ",Party/Gathering,Yes 🧸,18:00:00,4:00:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26.",Silly Sanctuary,
01/07/2019 23:39:00,Elias, The Presidential Debate,"All the candidates of the Presidantial Election are invited to participate in a grand final debate.
We will start of with a moderated debate followed by a Q&A session where you can ask the candidates whatever comes to mind.
If you haven't already decided who to vote for, this will be the perfect opportunity to make up your mind!
",Party/Gathering,🤷‍♀️,20:00:00,2:00:00,Thursday 25.,The federal Government of the Borderland,
01/07/2019 23:48:09,YogaMini,Silly Yoga,"Come and enjoy a playful hour of yoga, in any state you might be in. 
Had no sleep? Still partying? Want to get the groove on? Everyone is welcome - just as you are!
Start today’s journey by using breath and movements.
This will be a Silly session!",Workshop/Class,Nooooope 💦,14:00:00,1:00:00,Tuesday 23.,Silly Sanctuary,
01/07/2019 23:51:07,YogaMini,Silly Yoga,"Come and enjoy a playful hour of yoga, in any state you might be in. 
Had no sleep? Still partying? Want to get the groove on? Everyone is welcome - just as you are!
Start today’s journey by using breath and movements. 
This will be a Silly session!",Workshop/Class,Nooooope 💦,16:00:00,1:00:00,Thursday 25.,Silly Sanctuary,
01/07/2019 23:58:58,Mint,MY 1000+1 tiny Dick Opening Party!,"Nothing sounds better than some crispy slapshots and the playlist from hell, right?! Hope no further Borderlings: MY DICK is back!
Come celebrate with us the first official evening at the Borderland. ",Party/Gathering,🤷‍♀️,21:00:00,3:00:00,Monday 22.,MY DICK,
02/07/2019 10:30:33,Dibi,Meatbag Meditation Championships ,"We begin by sitting quietly together in a noisy environment. Then we take turns walking the Deadline.
Win the prestigious Meatbag of the Year award!",Ritual/Ceremony,Yes 🧸,10:00:00,1:00:00,Wednesday 24.,Kidsville: Camp Hostile,
02/07/2019 00:26:41,Ayo,Genital Meditation and Genital Naming,"Only for non-binary, trans- and intersex people. We will spent some quality time Honoring our genitals. We will practice presence, breathing and curiosity. Afterward we will make a sharing circle, with space for naming our genitals. Maybe we have names, maybe we find new ones. When something has a name, it becomes more real! Shyness is welcome! No pressure to do or say anything.",Workshop/Class,🤷‍♀️,20:00:00,2:00:00,Tuesday 23.,Tantric Tipi,
02/07/2019 00:28:52,Subspace Cowboy,Sacred Pain Meditation,A adventure!,Workshop/Class,,14:30:00,1:45:00,Wednesday 24.,Tantric Tipi,
02/07/2019 00:47:33,Mahé and Simon,Rainbow of CONSENT,"Under the Rainbow of Radical Self-reliance, Serving, Gifting, Appreciating ones boundries, here we go, exploring the Language of feelings and needs. 
Start this Years Borderland Journey with a BIG YES to yourself!",Workshop/Class,Yes 🧸,12:15:00,2:00:00,Monday 22.,Tantric Tipi,
04/07/2019 00:24:42,Rainbow midviwes,The bubbly birth of Unicorns,"How is a Unicorn born? 
Naked, but through a giant soapbubble of course!

We are going to facilitate the birthing ritual of unicorns. Bring your horn or make your own cool unicorn horn with materials we provide and then participate in the birthing ritual melting through a soapbubble wall!

There will be nakedness, there will be unicorns, there might be bubbly wine... Come and find out!",Ritual/Ceremony,🤷‍♀️,14:00:00,2:00:00,Thursday 25.,Rainbow Midwives,
02/07/2019 10:20:41,CosmiCat,Heart to heart intimacy exploration,"You are invited to a space where you can explore and deepen into yourself and others. Together we will create a place where we can share, reflect and express ourselves and what is alive within us right now, through breathing, words, and sensual connection.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Wednesday 24.,Camp Serendipity,
02/07/2019 12:12:07,CosmiCat,Heart to heart intimacy exploration,"You are invited to a space where you can explore and deepen into yourself and others. Together we will create a place where we can share, reflect and express ourselves and what is alive within us right now, through breathing, words, and sensual connection.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Wednesday 24.,Camp Serendipity,
02/07/2019 12:57:10,Marie ,Workout ,We will make a full body work out. Working with the principles of circuit training. It will last maximum 30 min. And hopefully make you break som sweat :-) ,Workshop/Class,Nooooope 💦,11:00:00,0:30:00,"Monday 22., Wednesday 24., Friday 26.",[re]connect,
02/07/2019 19:08:38,Viktor,YogART - Naked yoga with croquis drawing,"Join our yogART sessions to relax your body, or grow your art skills.
You can participate either in the yoga team doing ancient assanas, or artists, who are capturing the yoga positions. Yogis, please, bring your yoga mat. Draw a deep breath, stay in the moment and capture the movement.",Workshop/Class,Nooooope 💦,13:30:00,1:30:00,Thursday 25.,Camp Croquis,
02/07/2019 20:02:54,CosmiCat,Heart to heart intimacy exploration,"You are invited to a space where you can explore and deepen into yourself and others. Together we will create a place where we can share, reflect and express ourselves and what is alive within us right now, through breathing, words, and sensual connection.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Wednesday 24.,Camp Serendipity,
02/07/2019 22:50:49,Aner ,How to Defend Yourself Against Fresh Fruit ,"Practical self defense class. Ever wonder what to do if an assailant comes at you with a banana? This is your chance to find out! We may cover self defense against oranges, apples, grapefruit, passion fruit, lemons, limes, mangoes in syrup, and of course bananas. No pointed stick.
Please dress appropriately and bring fruit. ",Workshop/Class,Yes 🧸,17:30:00,0:45:00,Tuesday 23.,Clown Police HQ,
03/07/2019 16:10:36,Henje ,MOSHPIT-BALLETT ,"MOSHPIT-BALLETT for Beginners and Intermediates: Did you ever want to join a proper Moshpit at a Punk or Metal concert, but just don't know how to do it? Well pogo can be an art and here's your time and space to be and learn. Various grades, theory and terminology covered, with ballet-inspired warmup and all the practical fundamentals, from basic beer-carrying right through to the wall of death!!",Workshop/Class,,16:00:00,1:00:00,Thursday 25.,Muumimaa Stage,
04/07/2019 00:44:07,Nasiri,Nasiri (live),Oriental instruments & Electronics Live,DJ/Music,🤷‍♀️,23:00:00,1:30:00,Saturday 27.,Foxhole,
04/07/2019 00:39:05,Nasiri,Nasiri (live),Oriental Instruments & Electronics Live,DJ/Music,Yes 🧸,22:00:00,1:30:00,Tuesday 23.,The Glade,
04/07/2019 00:48:47,Nasiri,Nasiri & Fabian Tanz,Fabian Tanz accompanied by Nasiri Live ! ,DJ/Music,Yes 🧸,18:00:00,1:30:00,Friday 26.,Deep Dive,
04/07/2019 07:40:31,Daniel,Bootcamp Borderland,Why do you attend Borderland? To dive in to divine love? Explore extraterrestial inner and outer dimensions? Co-create unicorns in a sex positive space? NO! You attend Borderland to stay fit! Welcome to Bootcamp Borderland. We start each morning with a holy creatine ceremony and from there we use our own body weight to keep our muscles pumping!,Workshop/Class,🤷‍♀️,09:00:00,0:30:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",The Clear Frequency,
04/07/2019 08:16:33,Anna & Anton ,CroqCrêpes,"Have you always dreamt of eating your own artwork, depicting your best friends in full nudity? Now is your chance! We show you the novel art of *crocuis paintings with colorful pancake batter* through this drop-in workshop. One croqcrepe is made at a time so *continuous drop in is encouraged*. ",Workshop/Class,Yes 🧸,17:00:00,2:00:00,Wednesday 24.,Camp Croquis,
04/07/2019 12:19:25,Anna & Anton,Spank-cake making! ,"Longing for some marvellous spanking and some sweet pancakes?
Do you like whipped cream and getting whipped? Then this is the place for you!

Bring an old friend or find a new one and share a picture perfect spank-cake moment. One pancake is made at a time, drop-in during designated times.
At QQQ Queer Qastle! ",Food,Nooooope 💦,20:00:00,2:00:00,Thursday 25.,QQQ,
04/07/2019 12:41:07,Jesper,7 Minute Workout,"**Borderland 7 minute challenge!**

*Instructions:*
Workout for seven minutes every day. Join us in Kidsville/Camp Hostile if you lack inner motivation.

Lack of time is not an excuse, you always have seven minutes. ",Workshop/Class,Yes 🧸,10:00:00,0:07:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.",Kidsville: Camp Hostile,
04/07/2019 13:06:48,Mango,Sexy Croquis,Come to QQQ Queer Qastle and join our sexy croquis class! Bring your own drawing stuff or borrow some of us. Also bring your own body - usually these classes end up with more naked bodies posing together rather than artists actually drawing.. ,Workshop/Class,Nooooope 💦,14:00:00,2:00:00,Thursday 25.,QQQ,
08/07/2019 14:20:12,Simon and Roger,Introduction to Fuck Talk,"Fuck talk, also known as dirty talk, can be a powerful tool in exploring the full range of you and your partner’s sexuality. Through the power of suggestion you can go on a journey through the most colourful (and darkest) recesses of your mind. Join us for an introductory workshop to guide even the most tongue-tied to the basics of fuck talk. 

Chilli scale: 🌶️🌶️",Workshop/Class,Nooooope 💦,16:00:00,1:30:00,Thursday 25.,The Edge,
04/07/2019 18:20:05,Gerrie & Laura,The Shameless Whorehouse,"Are you longing to be held without worrying about what you need to give back?  Are you longing to be told you’re beautiful, or have ‘sweet nothings’ whispered in your ears, or alternatively that you are a piece of shit? Confess your deepest longing to our Clerics, and let our gorgeous pimps find the right whore for you. Our whores have heart and want to serve, based on a foundation of connection.",Workshop/Class,Nooooope 💦,14:00:00,3:00:00,Tuesday 23.,The Edge,
04/07/2019 18:42:11,"Roger, Anna & Jesper",Tantric Domination,"Conscious Domination & Submission can be one of the most effective tools to a vast expansion of energy, maximizing polarity in a healthy and safe way.

The 2 aspects we will NOT be exploring:
- Sadism/masochism (anything related to pain)
- Degradation/humiliation""


Chilli scale: 🌶️🌶️",Workshop/Class,Nooooope 💦,14:00:00,1:30:00,Wednesday 24.,The Edge,
08/07/2019 14:19:37,"Elsa, Simon & Inga",Q&A on non-cuming,"What can happen when we connect without a focus on an end goal. What can happen when we let go of the peak orgasm during sex (ejaculation or clitoral orgasm). 

Why would anyone want to give up cumming? What can lie beyond? Come and ask our panel anything on what it is like to give up the peak orgasm


Chilli scale: 🌶️",Workshop/Class,Nooooope 💦,16:00:00,0:40:00,Monday 22.,The Edge,
04/07/2019 20:07:28,Brian (Foxhole),Tickle Time: Exhilarating Exploration,"A lot of people say they hate being tickled. And yet, they say they loved this workshop! Come join us and explore a range of sensations in a new way with that most teasing of touches... the tickle. The excitement and chemical release from tickling can create a powerful feeling of openness and bliss. You must experience it for yourself! The one place on playa where feathers are not MOOP.",Workshop/Class,Nooooope 💦,15:00:00,1:30:00,Thursday 25.,Foxhole,
10/07/2019 09:29:38,Mermaid,Pussy Licking ,A workshop exploring how to become better at licking pussy. Update your technique and learn how to become a more talented pussy eater. 🌶🌶🌶,Workshop/Class,Nooooope 💦,14:00:00,1:00:00,Saturday 27.,The Edge,
10/07/2019 09:30:21,Mermaid & Erika,"Impact play technics - kinky exploration spanking, whips, kitchen tools, what ever you have at hand","Learn from dominas how to spank, whip and explore your kinky self. 🌶🌶",Care/Support,Nooooope 💦,17:00:00,1:00:00,Wednesday 24.,The Edge,
04/07/2019 23:02:33,ES,Female Play - Lesbisk Lek - Girls Only,"Your best friend can be an even better friend with benefits.This is an introduction in how we can be playfully sexual with each other as girls. Starting slow, we will go through pussy licking, fingering and strap-on play and you will get a chance to interact with each other. Come alone or bring a friend.",Workshop/Class,,16:00:00,1:00:00,Saturday 27.,The Edge,
10/07/2019 09:28:15,Mermaid,Female play - Lesbisk Lek - Girls Only,"Your best friend can be an even better friend with benefits.This is an introduction in how we can be playfully sexual with each other as girls. Starting slow, we will go through pussy licking, fingering and strap-on play and you will get a chance to interact with each other. Come alone or bring a friend.  🌶🌶🌶",Workshop/Class,Nooooope 💦,04:00:00,1:00:00,Saturday 27.,The Edge,
10/07/2019 09:27:35,Candy Crush,The Devotional Hour of The Fallos,"This is a workshop for people with cocks.

If you have got a cock, and your sex education was crap, then we have got you covered. This is a workshop where you start to get an understanding of your cock.  You will need to be open minded in regards to men and their cocks. There will be no need to get a hard cock at any point in this workshop. 🌶 🌶🌶",Workshop/Class,Nooooope 💦,16:00:00,1:00:00,Saturday 27.,The Edge,
10/07/2019 09:26:48,Gerrie,Pussy Pampering,"Come and pamper yourself.  We have created a 'Red Tent' for women who want to give themselves touch, attention, and relaxation.  We hold a women's only space we will be giving and receiving of touch. Then we will slide to guided practice of connecting with the pussy and especially the cervix.  Bring, towel, pillow. Anything that will make you feel more comfortable. 🌶🌶🌶",Workshop/Class,Nooooope 💦,02:00:00,3:00:00,Wednesday 24.,The Edge,
05/07/2019 11:15:49,Avner,Improv Theatre for beginners,"They say improv theatre is the shortest path to enlightenment, right after lots and lots of conscious sex. Come join us on this fun and playful workshop of theatre games and improv basics, and go back to your camp enlightened and happy. No experience is needed and we will *not* perform scenes on stage (mainly because we don't even have a stage).",Workshop/Class,🤷‍♀️,13:00:00,1:30:00,Wednesday 24.,The federal Government of the Borderland,
05/07/2019 11:21:56,Delicious,Wild drag queens Photo Club,"Dress up and enjoy the sunset, Halo our resident professional photographer will teach you how to take cool portraits out in nature. ",Workshop/Class,Yes 🧸,21:00:00,2:00:00,Thursday 25.,Radical faerie Wonderland,
05/07/2019 16:31:48,Mardipardi,AWSOME HIPPIE TIE DYE,"Do you remember the 70’s? We are going to create those flower power hippie T-shirts with paint from Morocco. Be aware to wear old clothes as the paint may not only color your T-shirt. Pease
Bring your white 100% Cotton T-shirt or Clothes. I’ll bring 50 myself.",Workshop/Class,Yes 🧸,11:00:00,3:00:00,Thursday 25.,Wonderland,
05/07/2019 23:03:25,Daryl B.Payne,Sexy catholicism,Sacrilicious! ,Workshop/Class,Yes 🧸,05:00:00,1:01:01,Saturday 27.,IKEA - Radical Self-assembly,
05/07/2019 23:58:14,Inez Dahlbæk,Vocal Sound Healing with The Note from Heaven,"A singing meditation. An experience of the sound singing us - rather than us singing the sound. We will warm up the voice, and then sing Aah on the same note for a looong time. We use only this first sound, the completely open and immediate Aah sound, through which we can get to know ourselves, transform stagnated states, heal trauma and connect with the oneness-level. ",Workshop/Class,Yes 🧸,15:30:00,1:30:00,Wednesday 24.,TEMPLE OF VISIONS,
05/07/2019 23:48:21,Inez Dahlbæk,KIRTAN - Mantra Singing ,"Kirtan is an ancient Indian tradition of mantra-singing. The mantras are simple and beautiful. The language is Sanskrit, one of the world's oldest languages, whose sounds in themselves are said to be divine and capable of stimulating our energy and bringing us closer to enlightenment. This is a practice of devotion, heart opening, and universal love, and it just feels great to sing together :-)",Ritual/Ceremony,Yes 🧸,20:30:00,1:30:00,Wednesday 24.,TEMPLE OF VISIONS,
06/07/2019 09:29:57,Rumzar,Rumzar space journey,"A meditational trip to other dimensions. Dmt visuals, ayahuasca icaros, acid mantras and psilocybin sounds. Elements from the world and the cosmos to awaken the senses and emotions. With great reverence for the medicines, you are introduced to an experience from and for healing circles. (No medicines required to travel ❤)",DJ/Music,🤷‍♀️,21:30:00,5:00:00,Friday 26.,TEMPLE OF VISIONS,
06/07/2019 14:13:22,Geri,Functional Movement Workshop,"This workshop is addressing physical competence, by introducing various primal movement patterns, building strength, flexibility and coordination. We will learn to build playful, flowing transitions, focusing on having a healthier, more capable and happier body. Join and unleash your inner animal.",Workshop/Class,Yes 🧸,11:00:00,1:00:00,Saturday 27.,The Space Zirkus,
06/07/2019 14:55:14,mach,Improv Workshop,"Come and embrace failure with the immediacy of improv theatre. Fun games, laughter and silliness galore.",Games,Yes 🧸,14:00:00,1:30:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",Improv Camp,
07/07/2019 16:38:40,NIBS,UV Bodypaint,"Spice up a fellow borderling with a new funny face, paint his or hers entire body in leopard or zebra stripes. Come over to Cube Noir and pimp it up in sexy radiant UV colours for this nights Big burn.",Workshop/Class,Yes 🧸,18:00:00,1:00:00,Saturday 27.,Cube Noir,
06/07/2019 23:51:20,Cecio,Gentle Hatha Yoga,Early morning session for a good start of the day! Let those harmstrings siiiiing!,Workshop/Class,Yes 🧸,08:00:00,1:00:00,"Tuesday 23., Thursday 25.",Cube Noir,
07/07/2019 10:50:22,NIBS,REJECTION BAR,"Did you have a hard time during camp-vetting, did all the sexy camps turn you down? At Cube Noir we gift a free drink to all borderlings with a good sob-story, make something not so fun completely intoxicatingly-awesome. 💖",Party/Gathering,Yes 🧸,17:00:00,3:00:00,Friday 26.,Cube Noir,
07/07/2019 15:47:42,NIBS,AfroDance,"AfroDance is an explosive dance movement that connect us with the earth and the expansion of vibrations through the African drums, giving us high level of energy. So come to Cube Noir to experience the Guinea Neo traditional AfroDance.",Workshop/Class,Yes 🧸,10:00:00,1:00:00,Wednesday 24.,Cube Noir,
07/07/2019 15:46:53,NIBS,MEDICINE SINGING CIRCLE ,"Here we carry out an educational practice and introduction of the science of MUSIC as MEDICINE. Let accompany each other in a spiritual journey with the vibration of the plants. These practices offer us a number of techniques to ANCESTRAL WISDOM and contact us with our deepest realies and our connection with nature and the cosmos. SongBook: Ikaros from Colombia, and PachaMagda songwriter Mantras.",Workshop/Class,Yes 🧸,10:00:00,1:00:00,Friday 26.,Cube Noir,
07/07/2019 13:08:01,Vittoria ,Naked Ecstatic Dance @ The Space Zirkus Dome,"Friday night at 23-00:30 (please arrive at 22:50) 

Be naked, natural and freeeeee
Dance and connect
Be conscious 
Minimal talking more dancing
Be considerate 
No sexual activities

Explore the freedom to dance naked and feel safe and comfortable doing so. Aaaaaand feel high being sober 🙏 

Facilitator: Vittoria Lasorella 
Dj: Luni (Electronic melodic house/techno) ",DJ/Music,Nooooope 💦,23:00:00,1:30:00,Friday 26.,The Space Zirkus,
11/07/2019 18:16:58,Rey den,Heavy Metal Yoga,Come stretch your body and your inner KVLT chakra. ,Workshop/Class,Yes 🧸,12:30:00,1:00:00,Saturday 27.,Jam Camp,
07/07/2019 12:50:20,Vittoria,Choreographing together ,Come and dance. Let’s choreograph together and have fun making this years BL dance. All levels are welcome. ,Workshop/Class,🤷‍♀️,11:00:00,1:00:00,Tuesday 23.,The Space Zirkus,
07/07/2019 12:57:56,Vittoria ,Yin yoga ,"Yin yoga is a very soft practice. The positions are held between 2-4 minutes and they are all on the floor. Feel how your mind and body get calm and relaxed. Bring a blanket or a mat, plus a pillow or something similar. ",Workshop/Class,Yes 🧸,15:00:00,1:00:00,Thursday 25.,The Port ,
07/07/2019 14:01:01,Jon Jovan Rundgren,Portable Canvases - 4 your painting pleasure,30 ready made canvases for your painting pleasures.,Party/Gathering,Yes 🧸,13:00:00,4:00:00,"Thursday 25., Friday 26., Saturday 27., Sunday 28.",Kidsville: Camp: The terrible two’s bordering the nearest tree. ,Event runs all-day
07/07/2019 14:42:57,Hofmann,Acid Tuesday,"Build is officially over! If it's not done by now, it's never going to be. Let's celebrate and get into the mood with some grapefruit, maybe a pitcher of lemon juice, maybe lick a car battery. It's Tuesday!",Care/Support,Nooooope 💦,14:00:00,10:00:00,Tuesday 23.,Trash Fence,
07/07/2019 16:03:48,Laura,Poetry Sharing,"Bring your favorite poem to share with a small group of poetry enthousiasts. Perform in your own language, in a safe environment. Express yourself the way you like: with music, like a poetry slam or with some story telling. We offer an intimate space at camp Wonderland, and share this beautiful art together. Come over!",Workshop/Class,Yes 🧸,11:30:00,1:00:00,Wednesday 24.,Wonderland,
07/07/2019 16:36:44,NIBS,The Kissing Booth,"Are there different ways of kissing? Of course there are. A quick guided walkthrough from a friendly handshake to a full on smooch. Practise on your arm, another borderling or a kissing-host. Or why not try the kissing game where Lady Luck, technique and a good breath decides the outcome.",Games,Nooooope 💦,20:00:00,1:00:00,Thursday 25.,The Booth (Near Camp Noir),
07/07/2019 17:47:40,Laura,The Mad Tea Party,"It's always tea time at Wonderland! Time will stand still, so we can solve the riddles and obey our Queen of Hearts. Before you enter, please ask what time it is. ",Party/Gathering,Yes 🧸,16:00:00,1:00:00,Friday 26.,Wonderland,
07/07/2019 18:46:59,Little wing ,Juicy Yin Yoga ,Juicy yin yoga to open your hips and your heart. This morning class is for everyone. ,Workshop/Class,Yes 🧸,10:00:00,1:00:00,Friday 26.,The Space Zirkus,
07/07/2019 18:59:39,Little wing,Fluid Yoga ,"Come and discover your fluid body and enjoy your own embrace, to the sound of your heart. ",Workshop/Class,Yes 🧸,01:00:00,1:00:00,Thursday 25.,The Space Zirkus,
07/07/2019 20:38:05,Selma,Scentsation,"Let your nose guide you to **Scentsation**, a place where you'll get to experience a variety of feelings through aromatherapy. These scents will hijack the link between your nose and brain, causing all kinds of **out-of-this-world experiences**, *perhaps*.
The session will be conducted by the professional aromatherapist *Prof. Dr. Selma*, who has numerous titles from all across The Borderland.",Workshop/Class,Yes 🧸,11:00:00,3:04:20,Tuesday 23.,Plan B,
07/07/2019 23:08:01,Bedie,Hooping to dance without borders,"Wanna try to dance but not as usual ? I'll offer you to add a hoop and some music in the story, for you to experiment a new way of balancing your body. This is a hula hoop workshop but it aims at giving you more than learning how to hoop around the hips. You'll learn some tricks about hooping around the hands, arms, neck...and have the possibility to Make your Own hula Hoop out of PER material.",Workshop/Class,Yes 🧸,18:00:00,1:00:00,Monday 22.,Cube Noir,
07/07/2019 23:08:58,Bedie,Hooping to Dance without borders,"Wanna try to dance but not as usual ? I'll offer you to add a hoop and some music in the story, for you to experiment a new way of balancing your body. This is a hula hoop workshop but it aims at giving you more than learning how to hoop around the hips. You'll learn some tricks about hooping around the hands, arms, neck...and have the possibility to Make your Own hula Hoop out of PER material.",Workshop/Class,Yes 🧸,18:00:00,1:00:00,Wednesday 24.,Cube Noir,
08/07/2019 11:18:02,Xaver & Noah,Human Furniture Workshop,"Have you ever wanted to be a coat rack, or maybe an armchair? Perhaps you desire a living footstool under your heels as you lay back. Lounge on a bed of bodyparts and hold up a tea party with your tummy. Come by and experiment with your bodies to find new and interesting uses for them—props are encouraged.",Workshop/Class,Nooooope 💦,14:00:00,2:00:00,Thursday 25.,The Edge,
